Id,Sentiment,Pasangan Calon,Text Tweet,content_processed
810,positive,Anies-Sandi,Saksikan Live Merajut Jakarta Kembali bersama Bang Anies dan Bang Sandi. #tvone #aniessandiâ€¦ https://www.instagram.com/p/BTTx-ulBtil/,saksi live rajut jakarta bang anies bang sandi tvone aniessandia instagram p bttx ulbtil
811,positive,Anies-Sandi,Kerinduan ini mencapai klimaksnya akan sosok gubernur Jakarta yang cinta Persija (Insha Allah) Chant #AniesSandi pun bergema di stadion,rindu capai klimaks sosok gubernur jakarta cinta persija insha allah chant aniessandi gema stadion
812,positive,Anies-Sandi,@JktMajuBersama Sambil nunggu hasil resmi KPU. Yuk kawal #AniesSandi & rangkul smua... http://fb.me/W7EoLl8p,jktmajubersama menunggu resmi kpu yuk kawal aniessandi rangkul fb me
813,positive,Anies-Sandi,Silaturahmi bersama teman-teman media yang selama ini mengikuti kegiatan kampanye kami. Terima kasih semuanya! Salam bersama! #AniesSandi,silaturahmi teman teman media giat kampanye terima salam aniessandi
814,positive,Anies-Sandi,"Era #AniesSandi pastinya tidak ada lagi ucapan PEMAHAMAN NENEK LOE!, ucapan yang ada hanyalah prilaku santun... http://fb.me/24ysSwMOQ",era aniessandi paham nenek lo prilaku santun fb me
815,positive,Anies-Sandi,"Bersama Mas Sugeng, pelaku UMKM Gultik. Saya undang ke posko pemenangan. Semoga usaha tambah sukses dan semakin OK-OCE! #AniesSandi #OKOCE",sugeng laku umkm gultik undang posko menang moga usaha sukses ok oce aniessandi okoce
816,positive,Anies-Sandi,#okeoce selalu dihati #pilkadadki,okeoce hati pilkadadki
817,positive,Anies-Sandi,"Perumahan DP 0%, Pemprov Harus Subsidi Rp 52 Juta Per Unit https://goo.gl/GEyUeP  #ProgramAniesSandi #JanjiKampanye #AniesSandi",rumah dp pemprov subsidi rp juta unit goo gl geyuep programaniessandi janjikampanye aniessandi
818,positive,Anies-Sandi,Kemenangan #AniesSandi kemenangan warga Jakarta! Umat Islam masih harus terus berjuang menuntut keadilan hukum terhadap #AhokPenistaAgama,menang aniessandi menang warga jakarta umat islam juang tuntut adil hukum hadap ahokpenistaagama
819,positive,Anies-Sandi,#ahok #temanahok #aniessandi Teman Ahok Minta Anies-Sandi Harus Lebih Baik dari Ahok http://dlvr.it/Nyqxzd,ahok temanahok aniessandi teman ahok anies sandi ahok dlvr nyqxzd
820,positive,Anies-Sandi,"Kemenangan #AniesSandi di #PilkadaDKI putaran ke 2 bukan kemenangan sekelompok orang,tetapi kemenangan seluruh warga DKI rakyat Indonesia.",menang aniessandi pilkadadki putar menang kelompok menang warga dki rakyat
821,positive,Anies-Sandi,"2. Semoga @aniesbaswedan @JktMajuBersama @sandiuno melebur semua relawan menjadi RELAWAN JAKARTA yang bersatu!#AniesSandi, #menyatukan",moga aniesbaswedan jktmajubersama sandiuno lebur rawan rawan jakarta aniessandi
822,positive,Anies-Sandi,"Cfd bersama sandiaga uno..seru,rame & menyehatkan.. #aniessandi #gubernurdkijakarta #okeoceâ€¦ https://www.instagram.com/p/BTNmfVBgqDs/",cfd sandiaga uno seru rame sehat aniessandi gubernurdkijakarta okeocea instagram p btnmfvbgqds
823,positive,Anies-Sandi,Tim Transisi Anies-Sandi Usulkan Program DP 0% Masuk APBDâ€¦â€¦ https://goo.gl/fb/NxNsv5  #nasional #aniessandi #apbd #dp #masuk #program #t,tim transisi anies sandi usul program dp apbdaa goo gl fb nasional aniessandi apbd dp program t
824,positive,Anies-Sandi,Dahsyat. Tidak Menyesal nyoblos #aniessandi kemarin,dahsyat sesal nyoblos aniessandi kemarin
825,positive,Anies-Sandi,#AhokDjarot yang menerapkan Open Government & Good Governance dengan triple pasword untuk APBD DKI membantu #AniesSandi merealisasi program!,ahokdjarot terap open government good governance triple pasword apbd dki bantu aniessandi realisasi program
826,positive,Anies-Sandi,Wakil Timses Anies-Sandi Pantau Pencoblosan Ulang di TPS 1 Gambir #WakilTimses #AniesSandi #Pantau #TPS01Gambir https://www.harianbernas.com,wakil timses anies sandi pantau coblos ulang tps gambir wakiltimses aniessandi pantau harianbernas
827,positive,Anies-Sandi,bersyukur kepada Allah bahwa orang cerdas dan pandai masih banyak di jakarta.. buktinya #AniesSandi menang telak ...#Jakarta #cerdas,syukur allah cerdas pandai jakarta bukti aniessandi menang telak jakarta cerdas
828,positive,Anies-Sandi,"waduh maaf, saya ahoker tapi kalo yang ini saya setuju sama pak anies.. gimana ya #aniessandi #ahokselaludihati",ahoker tuju anies aniessandi ahokselaludihati
829,positive,Anies-Sandi,Menuduh pendukung #AniesSandi ekstrimis itu seperti momen gagal fokus. #AdaAqua. Cc: @MarissaAnita,tuduh dukung aniessandi ekstrimis momen gagal fokus adaaqua cc marissaanita
830,positive,Anies-Sandi,Anies: Komitmen Kita adalah Kota Jakarta Paling Bhineka di Indonesia. #GubernurBaru #AniesSandi Anies-Sandi... http://fb.me/7F3Lncd4W,anies komitmen kota jakarta bhineka gubernurbaru aniessandi anies sandi fb me
831,positive,Anies-Sandi,"1. kita Jangan biarkan #AniesSandi keluar dari komitmennya. Tetap jadi pendukung yang selalu mengingatkan, menegur, mengkritisi",aniessandi komitmen dukung tegur kritisi
832,positive,Anies-Sandi,Terima kasih untuk Relawan Agus-Sylvi yang Telah Memilih #AniesSandi | http://gl-pro08.com @prabowo @aniesbaswedan @sandiuno,terima rawan agus sylvi pilih aniessandi gl prabowo aniesbaswedan sandiuno
833,positive,Anies-Sandi,Anies-Sandi Harus Satukan Warga Jakarta yang Terbelah http://bit.ly/2pYhpup  #AniesSandi #PilkadaDKI,anies sandi warga jakarta belah bit ly aniessandi pilkadadki
834,positive,Anies-Sandi,Kemenangan sesungguhnya KEADILAN HUKUM dan KEADILAN SOSIAL yang Timpang dirasakan Rakyat. #AniesSandi #AniesSandiDKI1,menang adil hukum adil sosial timpang rakyat aniessandi
835,positive,Anies-Sandi,"Kami percaya, di bawah kepemimpinan #AniesSandi, Jakarta akan menjadi lebih santun, Jakarta lebih baik lagi, Jakarta yang lebih luar biasa.",percaya pimpin aniessandi jakarta santun jakarta jakarta
836,positive,Anies-Sandi,Siiiip pak. Selalu bantu dan kawal #AniesSandi yaa pak untuk merealisasikan smua programnya.,siiiip bantu kawal aniessandi realisasi program
837,positive,Anies-Sandi,"#AniesSandi itu pemimpin yang akan berada ditengah,yang akan merangkul smua masyarakatnya,tanpa membedakan suku, agama,ras dan antargolongan",aniessandi pimpin rangkul masyarakat beda suku agama ras antargolongan
838,positive,Anies-Sandi,Polda Diminta Objektif Selidiki Kasus Sandiaga Uno http://merahputih.com/  #merahputih #sandiagauno #aniesSandi #jakarta,polda objektif selidik sandiaga uno sandiagauno aniessandi jakarta
839,positive,Anies-Sandi,"#PilkadaJakarta #AniesSandi | Wah, apakah Persija bakal punya stadion yang rumputnya seperti di MU dan tempat...",pilkadajakarta aniessandi persija stadion rumput mu
840,positive,Anies-Sandi,Kompas Tv Sandiaga Uno #jakarta #AniesSandi #kompas,kompas tv sandiaga uno jakarta aniessandi kompas
841,positive,Anies-Sandi,Saya percaya usaha kita tak sia-sia. Teruslah mengemban amanat untuk Jakarta dan warganya. #PANbekerja #AmanatNasional #AniesSandi,percaya usaha tak sia sia tuslah emban amanat jakarta warga panbekerja amanatnasional aniessandi
842,positive,Anies-Sandi,"Salam, Saudaraku. Berdasarkan exitpoll Litbang Kompas, mayoritas pemilih PAN memilih pasangan Anies-Sandi. #AniesSandi #AmanatNasional",salam saudara exitpoll litbang kompas mayoritas pilih pilih pasang anies sandi aniessandi amanatnasional
843,positive,Anies-Sandi,"maju terus pak HT bersama #AniesSandi jadilah penyejuk dan pemersatu bangsa, dan sama2 memajukan jakarta ke yang lebih baik lagi.",maju hati aniessandi sejuk bangsa maju jakarta
844,positive,Anies-Sandi,Mari lebih bekerja keras supaya dapat mengemban amanah. #AniesSandi #AmanatNasional #PilkadaDKI2017,mari kerja keras emban amanah aniessandi amanatnasional
845,positive,Anies-Sandi,"Syukur Alhamdulillah, kemenangan untuk rakyat Jakarta sudah di depan mata. #AniesSandi #AmanatNasional #PilkadaDKI2017",syukur menang rakyat jakarta mata aniessandi amanatnasional
846,positive,Anies-Sandi,Waaah... #PKSLampung #aniessandi,waaah pkslampung aniessandi
847,positive,Anies-Sandi,Tidak usah ngawur lah. #AniesSandi berpihak pada pengusaha dan rakyat. Berbeda dengan ahok yang hanya pro pengembang,ngawur aniessandi usaha rakyat beda ahok pro kembang
848,positive,Anies-Sandi,Saran untuk #AniesSandi dalam mewujudkan program dana 1Milyar/RW dibutuhkan persetujuan DPRD @Kemendagri_RI dan @KPK_RI untuk cegah korupsi,saran aniessandi wujud program dana rw butuh tuju dprd kemendagri ri kpk ri cegah korupsi
849,positive,Anies-Sandi,Iya Setuju banget Pak HT. #AniesSandi pasti akan membawa Jakarta lebih baik lagi.,tuju hati aniessandi bawa jakarta
850,positive,Anies-Sandi,Saran untuk #AniesSandi agar Reklamasi dpt dibatalkan agar dibicarakan dengan Pemerintah Pusat @KSPgoid @kemaritiman @kkpgoid @KejaksaanRI,saran aniessandi reklamasi batal bicara perintah pusat kspgoid maritim kkpgoid kejaksaanri
851,positive,Anies-Sandi,"Jeda Iklan, Sandiaga Turun dari Panggung Debat lalu Peluk Erat Nelayan : Bang @sandiuno #OkeOce #salambersama",jeda iklan sandiaga turun panggung debat peluk erat nelayan bang sandiuno okeoce salambersama
852,positive,Anies-Sandi,"LSI: Jelang Pilkada, Suara Ahok Tertinggal Jauh dari Anies - #AniesSandiMenang #GubernurGu3 #OkeOce",lsi jelang pilkada ahok tinggal anies aniessandimenang okeoce
853,positive,Anies-Sandi,Sandiaga Uno: Gaji Lima Tahun Saya untuk Kaum Dhuafa http://bit.ly/2pwgHV8,sandiaga uno gaji kaum dhuafa bit ly
854,positive,Anies-Sandi,Bismillah semoga tahun ini ada gubernur baruu... #AniesJawaraJakarta #GubernurkuAniesBaswedan #OkeOce #TolakReklamasi,bismillah moga gubernur aniesjawarajakarta gubernurkuaniesbaswedan okeoce tolakreklamasi
855,positive,Anies-Sandi,"Ya Allah, karuniai kami dengan gubernur dan wagub yang jujur, adil dan amanah, benar2 tulus mengabdi demi kemaslahatan DKI Jakarta. Amin",allah karunia gubernur wagub jujur adil amanah tulus abdi maslahat dki jakarta amin
856,positive,Anies-Sandi,Menarik.... Yang penting sesuai hati nurani <OK HAND> <OK HAND> <OK HAND> #Pilkada #Pilkada #PilkadaDki #PilkadaDki2017 #JakartaElection,tarik sesuai hati nurani ok hand ok hand ok hand pilkada pilkada pilkadadki jakartaelection
857,positive,Anies-Sandi,Selamat atas keberhasilan #TikoTumbangkanToke #pilkadadki2017 #PilkadaDKI #pilkadajakarta <OK HAND>,selamat tikotumbangkantoke pilkadadki pilkadajakarta ok hand
858,positive,Anies-Sandi,"Macam-macam ya keramaian pilkada dki. ada yang potong nenen ,yang jago ngeles karena ramalan. Selamat pak Anies-Sandi #pilkadadki2017",ramai pilkada dki potong nenen jago ngeles ramal selamat anies sandi
859,positive,Anies-Sandi,Semoga janji Gubernur baru terpenuhi <FOLDED HANDS> #PilkadaDKI #pilkadadki2017,moga janji gubernur penuh folded hands pilkadadki
860,positive,Anies-Sandi,"Jakarta benar-benar milik Indonesia, Terima Kasih Pak! #jakartamemilih #JakartaMemilihJawara #PilkadaDKI #pilkadadki2017",jakarta milik terima jakartamemilih jakartamemilihjawara pilkadadki
861,positive,Anies-Sandi,Pilihanku <OK HAND> <OK HAND> <OK HAND> #pilkadaputarankedua #pilkadadki #pilkadadki2017 https://www.instagram.com/p/BTDfaWKANlH/,pilih ok hand ok hand ok hand pilkadaputarankedua pilkadadki instagram p btdfawkanlh
862,positive,Anies-Sandi,Anies Pasrah dengan Hasil Pilkada DKI Jakarta. https://goo.gl/VqrfZU  #pilkadadki2017 @aniesbaswedan,anies pasrah pilkada dki jakarta goo gl vqrfzu aniesbaswedan
863,positive,Anies-Sandi,Allahuakbar 3x . #JakartaKece #jakarta #PilkadaDKI #pilkadadki2017 #AkuCoblosAniesSandi,allahuakbar jakartakece jakarta pilkadadki akucoblosaniessandi
864,positive,Anies-Sandi,<OK HAND> <OK HAND> <OK HAND>  #aniessandi #pilkadaDKI #pilkadaDKI2017 #majukotanyabahagiawarganya #prabowosubianto #pks https://www.instagram.com/p/BS7,ok hand ok hand ok hand aniessandi pilkadadki majukotanyabahagiawarganya prabowosubianto pks instagram p
865,positive,Anies-Sandi,Bedanya hampir 17%..... artinya suara AHY ke ANIES-SANDI <Glowing Star> <Glowing Star> <Glowing Star>,beda ahy anies sandi glowing star glowing star glowing star
866,positive,Anies-Sandi,"Menang Pilkada DKI, Prabowo: Anies-Sandi Harus Kerja Keras",menang pilkada dki prabowo anies sandi kerja keras
867,positive,Anies-Sandi,"Doain daerah sendiri dulu aja, GUB nya bagaimana <FOLDED HANDS> Aa Gym Kritik Syukuran Anies-Sandi Usai Menang di Pilkada DKI https://today.line.me/",doain daerah gub folded hands aa gym kritik syukur anies sandi menang pilkada dki today line me
868,positive,Anies-Sandi,Feeling aku sih yang menang #PilkadaDKI itu pasangan Anies-Sandi.,feeling menang pilkadadki pasang anies sandi
869,positive,Anies-Sandi,"KPU Sudah Umumkan Hasil Pilkada DKI, Anies-Sandi Tetap Menang, Karangan Bunga Gak Ngaruh <Cat Face With Tears of Joy> https://goo.gl/fb/ASihdv",kpu pilkada dki anies sandi menang karang bunga enggak ngaruh cat face with tears of joy goo gl fb asihdv
870,positive,Anies-Sandi,"Inilah Hasil Rekapituasi Manual Pilkada DKI, Anies-Sandi Tetap Menang http://fb.me/5WQ3cfXh0",rekapituasi manual pilkada dki anies sandi menang fb me
871,positive,Anies-Sandi,Alesha aja milih no.3.... Masa kita gak...!!! <Smiling Face With Sunglasses> salam 3 jari #aniessandy https://www.instagram.com/p/BS2tr9cgJ_b/,alesha memilih no enggak smiling face with sunglasses salam jari aniessandy instagram p b
872,positive,Anies-Sandi,#aniessandy #gubenurgur3  <OK HAND>  <OK HAND>  <OK HAND>,aniessandy ok hand ok hand ok hand
873,positive,Anies-Sandi,... #AniesSandy  <OK HAND>  untuk Jakarta yang lebih baik ...,aniessandy ok hand jakarta
874,positive,Anies-Sandi,... Hahaha ... Adjrot Adjrot .... Ada ada aja ... Kehabisan akal ya untuk mengalahkan #AniesSandy kandidat favoritku <lovered>  <lovered>  ...,hahaha adjrot adjrot habis akal kalah aniessandy kandidat favorit lovered lovered
875,positive,Anies-Sandi,"... #AniesSandy ... Insya Allah menang. Jangan lukai hati Umat Islam, kalau sudah menjabat <OK HAND> <OK HAND> <OK HAND> ...",aniessandy insya allah menang luka hati umat islam jabat ok hand ok hand ok hand
876,positive,Anies-Sandi,"@KompasTV sayang #AniesSandy tidak datang, kalau datang pasti acaranya tambah keren <OK HAND> <OK HAND> #AhokDjarotDiRosi",kompastv sayang aniessandy acara keren ok hand ok hand ahokdjarotdirosi
877,positive,Anies-Sandi,"... Anies memang luar biasa  <OK HAND> ... Gubernur rakyat, bukan Gubernur pengembang ... #AniesSandy",anies ok hand gubernur rakyat gubernur kembang aniessandy
878,positive,Anies-Sandi,... Ahok dan Najwa bener bener mati kutu dan bingung ... #Anies menjawab semua tudingan dengan ringan dan tepat  <SMILING FACE WITH HEART-EYES> <SMILING FACE WITH HEART-EYES>  ... #AniesSandy,ahok najwa mati kutu bingung anies tuding ringan smiling face with heart eyes smiling face with heart eyes aniessandy
879,positive,Anies-Sandi,#garudaindonesia #indonesia #motivator #motivatorindonesia #pembicara #trainer #pelatih #coach #kata2bijak #wisdom #ahokdjarot #aniessandy,garudaindonesia motivator motivatorindonesia bicara trainer latih coach wisdom ahokdjarot aniessandy
880,positive,Anies-Sandi,Kita semua saudara!! #PilkadaSerentak2017 #PilkadaDKI #AHY #AhokJarot #AgusSylvi #AniesSandy #Indonesia,saudara pilkadadki ahy ahokjarot agussylvi aniessandy
881,positive,Anies-Sandi,#SalamBersama #OkeOce #Jakarta #CoblosNomor3  @aniesbaswedan @sandiuno @Gerindra @PKSejahtera @Official_PAN,salambersama okeoce jakarta aniesbaswedan sandiuno gerindra pksejahtera official
882,positive,Anies-Sandi,Hallo Bang @aniesbaswedan Wah Asyik juga ya habis manggung di DA  <THUMBS UP> <THUMBS UP> @IndosiarID #OkeOce #Telu,bang aniesbaswedahn asyik habis manggung thumbs up thumbs up indosiarid okeoce telu
883,positive,Anies-Sandi,#okeoce #3  <OK HAND>   <OK HAND>   <OK HAND> https://www.instagram.com/p/BS3wZR3BSRI/,okeoce ok hand ok hand ok hand instagram p
884,positive,Anies-Sandi,sedang nongkrong tiba2 didatangi timses paslon 3 #OkeOce  <OK HAND>,nongkrong timses paslon okeoce ok hand
885,positive,Anies-Sandi,"Pak Anies jadi pempmpinnya, maju terus Pak ke jalan yang di Ridhoi Allah  <THUMBS UP> <THUMBS UP> @DAcademyID @IndosiarID #OkeOce #3 #AniesSandi",anies pempmpinnya maju jalan ridhoi allah thumbs up thumbs up dacademyid indosiarid okeoce aniessandi
886,positive,Anies-Sandi,Gubernur TERPILIH Kita Pak Anies  di @DAcademyID @IndosiarID #3 #OkeOce #pilkadadki2017,gubernur pilih anies dacademyid indosiarid okeoce
887,positive,Anies-Sandi,Saya hanya mencoba menerapkan apa yang seharusnya saya lakukan... #okeoce  <OK HAND>,terap laku okeoce ok hand
888,positive,Anies-Sandi,3 YA 3 JANGAN LUPA YAAA #OkeOce <OK HAND> <OK HAND> <OK HAND>  #AniesSandi,lupa okeoce ok hand ok hand ok hand aniessandi
889,positive,Anies-Sandi,"Sekarang saatnya brgabung & dukung usaha yang pimpinannya jelas seperti Ust. Yusuf Mansyur  <FOLDED HANDS> , #OkeOce #Pribumi #MuslimLawanRasis",brgabung dukung usaha pimpin ust yusuf mansyur folded hands okeoce pribumi muslimlawanrasis
890,positive,Anies-Sandi,kita sih #OkeOCE aja <OK HAND>,okeoce ok hand
891,positive,Anies-Sandi,wiiih Aqua pun #OKEOCE pilih no 3  <OK HAND>  <OK HAND>  <OK HAND>,wiiih aqua okeoce pilih no ok hand ok hand ok hand
892,positive,Anies-Sandi,Ada masalah dengan #kebhinnekaan ? Kayaknya nggak ada deh ! Kalau kita fokus #OkeOce insyaALLOH akan Oke-Oke aja  <OK HAND>,kebhinnekaan enggak fokus okeoce insyaalloh ok hand
893,positive,Anies-Sandi,#jakartakece #DebatFinalPilkadaJKT #OkeOce #3ya3 #JumatBarokah,jakartakece debatfinalpilkadajkt okeoce jumatbarokah
894,positive,Anies-Sandi,Dengan jaringan #OkeOce saat ini @JktMajuBersama sudah bisa menghadirkan OkeOce Mart <OK HAND> #SambutGubernurBaru,jaring okeoce jktmajubersama hadir okeoce mart ok hand sambutgubernurbaru
895,positive,Anies-Sandi,"Ingat, pilih no.3 di tanggal 19 April nanti ya kakak! <OK HAND> #okeoce . #PilihAniesSandi #AniesSandi… https://www.instagram.com/p/BS1-_Sqh9Yf/",pilih no tanggal april kakak ok hand okeoce pilihaniessandi aniessandi instagram p
896,positive,Anies-Sandi,"Kali saja bpk @aniesbaswedan @sandiuno lihat, lagi di RSpun tetap selfie #OkeOce  <OK HAND>  #DebatPilkadaDki #AhokPanikAhokKalah",bpk aniesbaswedan sandiuno lihat rspun selfie okeoce ok hand debatpilkadadki ahokpanikahokkalah
